Team,Year,Sport,Medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,Gold
Russia,2020,Swimming,Gold
Russia,2020,Swimming,Silver
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,2020,Swimming,Silver
Russia,2020,Swimming,No medal
Russia,2020,Swimming,No medal
Russia,1912,Tennis,No medal
Russia,1912,Tennis,No medal
Russia,1912,Tennis,No medal
Russia,1996,Tennis,No medal
Russia,1996,Tennis,No medal
Russia,1996,Tennis,No medal
Russia,1996,Tennis,No medal
Russia,1996,Tennis,No medal
Russia,1996,Tennis,No medal
Russia,2000,Tennis,Silver
Russia,2000,Tennis,Gold
Russia,2000,Tennis,No medal
Russia,2000,Tennis,No medal
Russia,2000,Tennis,No medal
Russia,2000,Tennis,No medal
Russia,2000,Tennis,No medal
Russia,2000,Tennis,No medal
Russia,2000,Tennis,No medal
Russia,2004,Tennis,No medal
Russia,2004,Tennis,No medal
Russia,2004,Tennis,No medal
Russia,2004,Tennis,No medal
Russia,2004,Tennis,No medal
Russia,2004,Tennis,No medal
Russia,2004,Tennis,No medal
Russia,2004,Tennis,No medal
Russia,2008,Tennis,No medal
Russia,2008,Tennis,No medal
Russia,2008,Tennis,Gold
Russia,2008,Tennis,No medal
Russia,2008,Tennis,Silver
Russia,2008,Tennis,No medal
Russia,2008,Tennis,No medal
Russia,2008,Tennis,Bronze
Russia,2012,Tennis,No medal
Russia,2012,Tennis,No medal
Russia,2012,Tennis,No medal
Russia,2012,Tennis,No medal
Russia,2012,Tennis,No medal
Russia,2012,Tennis,Silver
Russia,2012,Tennis,No medal
Russia,2012,Tennis,No medal
Russia,2012,Tennis,No medal
Russia,2012,Tennis,No medal
Russia,2012,Tennis,No medal
Russia,2012,Tennis,No medal
Russia,2016,Tennis,No medal
Russia,2016,Tennis,No medal
Russia,2016,Tennis,No medal
Russia,2016,Tennis,No medal
Russia,2016,Tennis,No medal
Russia,2016,Tennis,No medal
Russia,2016,Tennis,No medal
Russia,2020,Tennis,No medal
Russia,2020,Tennis,No medal
Russia,2020,Tennis,No medal
Russia,2020,Tennis,Silver
Russia,2020,Tennis,Silver
Russia,2020,Tennis,No medal
Russia,2020,Tennis,No medal
Russia,2020,Tennis,No medal
Russia,2020,Tennis,No medal
Russia,2020,Tennis,No medal
Russia,2020,Tennis,No medal
Russia,2020,Tennis,Gold
Russia,2020,Tennis,No medal
Russia,2020,Tennis,No medal
Russia,2020,Tennis,Gold
Russia,2020,Tennis,No medal
Russia,2020,Tennis,No medal
Russia,2020,Tennis,Silver
Russia,1996,Volleyball,No medal
Russia,1996,Volleyball,No medal
Russia,1996,Volleyball,No medal
Russia,1996,Volleyball,No medal
Russia,1996,Volleyball,No medal
Russia,1996,Volleyball,No medal
Russia,1996,Volleyball,No medal
Russia,1996,Volleyball,No medal
Russia,1996,Volleyball,No medal
Russia,1996,Volleyball,No medal
Russia,1996,Volleyball,No medal
Russia,1996,Volleyball,No medal
Russia,1996,Volleyball,No medal
Russia,1996,Volleyball,No medal
Russia,1996,Volleyball,No medal
Russia,1996,Volleyball,No medal
Russia,1996,Volleyball,No medal
Russia,1996,Volleyball,No medal
Russia,1996,Volleyball,No medal
Russia,1996,Volleyball,No medal
Russia,1996,Volleyball,No medal
Russia,1996,Volleyball,No medal
Russia,1996,Volleyball,No medal
Russia,1996,Volleyball,No medal
Russia,2000,Volleyball,Silver
Russia,2000,Volleyball,Silver
Russia,2000,Volleyball,Silver
Russia,2000,Volleyball,Silver
Russia,2000,Volleyball,Silver
Russia,2000,Volleyball,Silver
Russia,2000,Volleyball,Silver
Russia,2000,Volleyball,Silver
Russia,2000,Volleyball,Silver
Russia,2000,Volleyball,Silver
Russia,2000,Volleyball,Silver
Russia,2000,Volleyball,Silver
Russia,2000,Volleyball,Silver
Russia,2000,Volleyball,Silver
Russia,2000,Volleyball,Silver
Russia,2000,Volleyball,Silver
Russia,2000,Volleyball,Silver
Russia,2000,Volleyball,Silver
Russia,2000,Volleyball,Silver
Russia,2000,Volleyball,Silver
Russia,2000,Volleyball,Silver
Russia,2000,Volleyball,Silver
Russia,2000,Volleyball,Silver
Russia,2000,Volleyball,Silver
Russia,2004,Volleyball,Bronze
Russia,2004,Volleyball,Silver
Russia,2004,Volleyball,Bronze
Russia,2004,Volleyball,Silver
Russia,2004,Volleyball,Silver
Russia,2004,Volleyball,Bronze
Russia,2004,Volleyball,Silver
Russia,2004,Volleyball,Bronze
Russia,2004,Volleyball,Bronze
Russia,2004,Volleyball,Bronze
Russia,2004,Volleyball,Bronze
Russia,2004,Volleyball,Bronze
Russia,2004,Volleyball,Silver
Russia,2004,Volleyball,Silver
Russia,2004,Volleyball,Silver
Russia,2004,Volleyball,Silver
Russia,2004,Volleyball,Silver
Russia,2004,Volleyball,Bronze
Russia,2004,Volleyball,Silver
Russia,2004,Volleyball,Bronze
Russia,2004,Volleyball,Bronze
Russia,2004,Volleyball,Bronze
Russia,2008,Volleyball,No medal
Russia,2008,Volleyball,No medal
Russia,2008,Volleyball,No medal
Russia,2008,Volleyball,Bronze
Russia,2008,Volleyball,No medal
Russia,2008,Volleyball,No medal
Russia,2008,Volleyball,No medal
Russia,2008,Volleyball,No medal
Russia,2008,Volleyball,Bronze
Russia,2008,Volleyball,No medal
Russia,2008,Volleyball,Bronze
Russia,2008,Volleyball,Bronze
Russia,2008,Volleyball,Bronze
Russia,2008,Volleyball,Bronze
Russia,2008,Volleyball,No medal
Russia,2008,Volleyball,Bronze
Russia,2008,Volleyball,Bronze
Russia,2008,Volleyball,No medal
Russia,2008,Volleyball,Bronze
Russia,2008,Volleyball,No medal
Russia,2008,Volleyball,No medal
Russia,2008,Volleyball,Bronze
Russia,2008,Volleyball,Bronze
Russia,2008,Volleyball,Bronze
Russia,2012,Volleyball,Gold
Russia,2012,Volleyball,No medal
Russia,2012,Volleyball,Gold
Russia,2012,Volleyball,No medal
Russia,2012,Volleyball,Gold
Russia,2012,Volleyball,No medal
Russia,2012,Volleyball,No medal
Russia,2012,Volleyball,Gold
Russia,2012,Volleyball,Gold
Russia,2012,Volleyball,No medal
Russia,2012,Volleyball,Gold
Russia,2012,Volleyball,No medal
Russia,2012,Volleyball,No medal
Russia,2012,Volleyball,No medal
Russia,2012,Volleyball,No medal
Russia,2012,Volleyball,Gold
Russia,2012,Volleyball,Gold
Russia,2012,Volleyball,Gold
Russia,2012,Volleyball,No medal
Russia,2012,Volleyball,Gold
Russia,2012,Volleyball,No medal
Russia,2012,Volleyball,No medal
Russia,2012,Volleyball,Gold
Russia,2012,Volleyball,Gold
Russia,2016,Volleyball,No medal
Russia,2016,Volleyball,No medal
Russia,2016,Volleyball,No medal
Russia,2016,Volleyball,No medal
Russia,2016,Volleyball,No medal
Russia,2016,Volleyball,No medal
Russia,2016,Volleyball,No medal
Russia,2016,Volleyball,No medal
Russia,2016,Volleyball,No medal
Russia,2016,Volleyball,No medal
Russia,2016,Volleyball,No medal
Russia,2016,Volleyball,No medal
Russia,2016,Volleyball,No medal
Russia,2016,Volleyball,No medal
Russia,2016,Volleyball,No medal
Russia,2016,Volleyball,No medal
Russia,2016,Volleyball,No medal
Russia,2016,Volleyball,No medal
Russia,2016,Volleyball,No medal
Russia,2016,Volleyball,No medal
Russia,2016,Volleyball,No medal
Russia,2016,Volleyball,No medal
Russia,2016,Volleyball,No medal
Russia,2016,Volleyball,No medal
Russia,2020,Volleyball,Silver
Russia,2020,Volleyball,No medal
Russia,2020,Volleyball,No medal
Russia,2020,Volleyball,No medal
Russia,2020,Volleyball,Silver
Russia,2020,Volleyball,No medal
Russia,2020,Volleyball,Silver
Russia,2020,Volleyball,Silver
Russia,2020,Volleyball,Silver
Russia,2020,Volleyball,No medal
Russia,2020,Volleyball,Silver
Russia,2020,Volleyball,No medal
Russia,2020,Volleyball,No medal
Russia,2020,Volleyball,Silver
Russia,2020,Volleyball,Silver
Russia,2020,Volleyball,No medal
Russia,2020,Volleyball,No medal
Russia,2020,Volleyball,Silver
Russia,2020,Volleyball,Silver
Russia,2020,Volleyball,No medal
Russia,2020,Volleyball,No medal
Russia,2020,Volleyball,Silver
Russia,2020,Volleyball,Silver
Russia,2020,Volleyball,No medal
United States,1992,Badminton,No medal
United States,1992,Badminton,No medal
United States,1992,Badminton,No medal
United States,1992,Badminton,No medal
United States,1992,Badminton,No medal
United States,1992,Badminton,No medal
United States,1992,Badminton,No medal
United States,1992,Badminton,No medal
United States,1992,Badminton,No medal
United States,1996,Badminton,No medal
United States,1996,Badminton,No medal
United States,1996,Badminton,No medal
United States,1996,Badminton,No medal
United States,2000,Badminton,No medal
United States,2004,Badminton,No medal
United States,2004,Badminton,No medal
United States,2008,Badminton,No medal
United States,2008,Badminton,No medal
United States,2008,Badminton,No medal
United States,2008,Badminton,No medal
United States,2008,Badminton,No medal
United States,2008,Badminton,No medal
United States,2012,Badminton,No medal
United States,2012,Badminton,No medal
United States,2012,Badminton,No medal
United States,2016,Badminton,No medal
United States,2016,Badminton,No medal
United States,2016,Badminton,No medal
United States,2016,Badminton,No medal
United States,2016,Badminton,No medal
United States,2016,Badminton,No medal
United States,2016,Badminton,No medal
United States,2016,Badminton,No medal
United States,2020,Badminton,No medal
United States,2020,Badminton,No medal
United States,2020,Badminton,No medal
United States,2020,Badminton,No medal
United States,2024,Badminton,No medal
United States,2024,Badminton,No medal
United States,2024,Badminton,No medal
United States,2024,Badminton,No medal
United States,2024,Badminton,No medal
United States,2024,Badminton,No medal
United States,2024,Badminton,No medal
United States,2024,Badminton,No medal
United States,1912,Equestrianism,No medal
United States,1912,Equestrianism,Bronze
United States,1912,Equestrianism,No medal
United States,1912,Equestrianism,No medal
United States,1912,Equestrianism,No medal
United States,1912,Equestrianism,Bronze
United States,1912,Equestrianism,No medal
United States,1912,Equestrianism,No medal
United States,1912,Equestrianism,Bronze
United States,1912,Equestrianism,No medal
United States,1912,Equestrianism,No medal
United States,1912,Equestrianism,No medal
United States,1912,Equestrianism,Bronze
United States,1920,Equestrianism,No medal
United States,1920,Equestrianism,No medal
United States,1920,Equestrianism,No medal
United States,1920,Equestrianism,No medal
United States,1920,Equestrianism,No medal
United States,1920,Equestrianism,No medal
United States,1920,Equestrianism,No medal
United States,1920,Equestrianism,No medal
United States,1920,Equestrianism,No medal
United States,1920,Equestrianism,No medal
United States,1920,Equestrianism,No medal
United States,1920,Equestrianism,No medal
United States,1920,Equestrianism,No medal
United States,1920,Equestrianism,No medal
United States,1920,Equestrianism,No medal
United States,1920,Equestrianism,No medal
United States,1920,Equestrianism,No medal
United States,1924,Equestrianism,No medal
United States,1924,Equestrianism,No medal
United States,1924,Equestrianism,No medal
United States,1924,Equestrianism,No medal
United States,1924,Equestrianism,No medal
United States,1924,Equestrianism,No medal
United States,1924,Equestrianism,No medal
United States,1924,Equestrianism,No medal
United States,1924,Equestrianism,No medal
United States,1924,Equestrianism,No medal
United States,1924,Equestrianism,Bronze
United States,1924,Equestrianism,No medal
United States,1924,Equestrianism,No medal
United States,1924,Equestrianism,No medal
United States,1924,Equestrianism,No medal
United States,1924,Equestrianism,No medal
United States,1928,Equestrianism,No medal
United States,1928,Equestrianism,No medal
United States,1928,Equestrianism,No medal
United States,1928,Equestrianism,No medal
United States,1928,Equestrianism,No medal
United States,1928,Equestrianism,No medal
United States,1928,Equestrianism,No medal
United States,1928,Equestrianism,No medal
United States,1928,Equestrianism,No medal
United States,1928,Equestrianism,No medal
United States,1928,Equestrianism,No medal
United States,1928,Equestrianism,No medal
United States,1932,Equestrianism,No medal
United States,1932,Equestrianism,Gold
United States,1932,Equestrianism,No medal
United States,1932,Equestrianism,No medal
United States,1932,Equestrianism,Silver
United States,1932,Equestrianism,No medal
United States,1932,Equestrianism,No medal
United States,1932,Equestrianism,Gold
United States,1932,Equestrianism,No medal
United States,1932,Equestrianism,Bronze
United States,1932,Equestrianism,No medal
United States,1932,Equestrianism,Bronze
United States,1932,Equestrianism,Silver
United States,1932,Equestrianism,Gold
United States,1932,Equestrianism,Bronze
United States,1932,Equestrianism,Bronze
United States,1932,Equestrianism,No medal
United States,1932,Equestrianism,No medal
United States,1936,Equestrianism,No medal
United States,1936,Equestrianism,No medal
United States,1936,Equestrianism,No medal
United States,1936,Equestrianism,No medal
United States,1936,Equestrianism,No medal
United States,1936,Equestrianism,No medal
United States,1936,Equestrianism,No medal
United States,1936,Equestrianism,No medal
United States,1936,Equestrianism,No medal
United States,1936,Equestrianism,No medal
United States,1936,Equestrianism,No medal
United States,1936,Equestrianism,No medal
United States,1936,Equestrianism,Silver
United States,1936,Equestrianism,No medal
United States,1936,Equestrianism,No medal
United States,1936,Equestrianism,No medal
United States,1936,Equestrianism,No medal
United States,1936,Equestrianism,No medal
United States,1948,Equestrianism,No medal
United States,1948,Equestrianism,Gold
United States,1948,Equestrianism,No medal
United States,1948,Equestrianism,Silver
United States,1948,Equestrianism,No medal
United States,1948,Equestrianism,No medal
United States,1948,Equestrianism,No medal
United States,1948,Equestrianism,Silver
United States,1948,Equestrianism,Silver
United States,1948,Equestrianism,Gold
United States,1948,Equestrianism,No medal
United States,1948,Equestrianism,No medal
United States,1948,Equestrianism,No medal
United States,1948,Equestrianism,Silver
United States,1948,Equestrianism,No medal
United States,1948,Equestrianism,Gold
United States,1948,Equestrianism,No medal
United States,1948,Equestrianism,No medal
United States,1952,Equestrianism,No medal
United States,1952,Equestrianism,No medal
United States,1952,Equestrianism,No medal
United States,1952,Equestrianism,No medal
United States,1952,Equestrianism,No medal
United States,1952,Equestrianism,Bronze
United States,1952,Equestrianism,No medal
United States,1952,Equestrianism,Bronze
United States,1952,Equestrianism,No medal
United States,1952,Equestrianism,No medal
United States,1952,Equestrianism,No medal
United States,1952,Equestrianism,Bronze
United States,1952,Equestrianism,No medal
United States,1952,Equestrianism,Bronze
United States,1952,Equestrianism,No medal
United States,1952,Equestrianism,Bronze
United States,1952,Equestrianism,No medal
United States,1952,Equestrianism,Bronze
United States,1956,Equestrianism,No medal
United States,1956,Equestrianism,No medal
United States,1956,Equestrianism,No medal
United States,1956,Equestrianism,No medal
United States,1956,Equestrianism,No medal
United States,1956,Equestrianism,No medal
United States,1956,Equestrianism,No medal
United States,1956,Equestrianism,No medal
United States,1956,Equestrianism,No medal
United States,1956,Equestrianism,No medal
United States,1956,Equestrianism,No medal
United States,1956,Equestrianism,No medal
United States,1956,Equestrianism,No medal
United States,1956,Equestrianism,No medal
United States,1960,Equestrianism,Silver
United States,1960,Equestrianism,No medal
United States,1960,Equestrianism,No medal
United States,1960,Equestrianism,No medal
United States,1960,Equestrianism,No medal
United States,1960,Equestrianism,Silver
United States,1960,Equestrianism,No medal
United States,1960,Equestrianism,No medal
United States,1960,Equestrianism,No medal
United States,1960,Equestrianism,No medal
United States,1960,Equestrianism,No medal
United States,1960,Equestrianism,No medal
United States,1960,Equestrianism,No medal
United States,1960,Equestrianism,No medal
United States,1960,Equestrianism,Silver
United States,1960,Equestrianism,No medal
United States,1964,Equestrianism,No medal
United States,1964,Equestrianism,No medal
United States,1964,Equestrianism,No medal
United States,1964,Equestrianism,Silver
United States,1964,Equestrianism,No medal
United States,1964,Equestrianism,Silver
United States,1964,Equestrianism,No medal
United States,1964,Equestrianism,No medal
United States,1964,Equestrianism,No medal
United States,1964,Equestrianism,No medal
United States,1964,Equestrianism,No medal
United States,1964,Equestrianism,No medal
United States,1964,Equestrianism,No medal
United States,1964,Equestrianism,No medal
United States,1964,Equestrianism,No medal
United States,1964,Equestrianism,No medal
United States,1964,Equestrianism,No medal
United States,1964,Equestrianism,Silver
United States,1964,Equestrianism,No medal
United States,1964,Equestrianism,Silver
United States,1968,Equestrianism,No medal
United States,1968,Equestrianism,No medal
United States,1968,Equestrianism,No medal
United States,1968,Equestrianism,No medal
United States,1968,Equestrianism,No medal
United States,1968,Equestrianism,Silver
United States,1968,Equestrianism,No medal
United States,1968,Equestrianism,No medal
United States,1968,Equestrianism,No medal
United States,1968,Equestrianism,No medal
United States,1968,Equestrianism,No medal
United States,1968,Equestrianism,Bronze
United States,1968,Equestrianism,Silver
United States,1968,Equestrianism,No medal
United States,1968,Equestrianism,No medal
United States,1968,Equestrianism,No medal
United States,1968,Equestrianism,Silver
United States,1968,Equestrianism,Gold
United States,1968,Equestrianism,No medal
United States,1968,Equestrianism,Silver
United States,1972,Equestrianism,Silver
United States,1972,Equestrianism,No medal
United States,1972,Equestrianism,Silver
United States,1972,Equestrianism,No medal
United States,1972,Equestrianism,Silver
United States,1972,Equestrianism,No medal
United States,1972,Equestrianism,Silver
United States,1972,Equestrianism,No medal
United States,1972,Equestrianism,No medal
United States,1972,Equestrianism,No medal
United States,1972,Equestrianism,Silver
United States,1972,Equestrianism,Bronze
United States,1972,Equestrianism,Silver
United States,1972,Equestrianism,No medal
United States,1972,Equestrianism,Silver
United States,1972,Equestrianism,No medal
United States,1972,Equestrianism,No medal
United States,1972,Equestrianism,No medal
United States,1972,Equestrianism,No medal
United States,1972,Equestrianism,No medal
United States,1972,Equestrianism,Silver
United States,1976,Equestrianism,No medal
United States,1976,Equestrianism,No medal
United States,1976,Equestrianism,No medal
United States,1976,Equestrianism,No medal
United States,1976,Equestrianism,Gold
United States,1976,Equestrianism,Gold
United States,1976,Equestrianism,No medal
United States,1976,Equestrianism,Gold
United States,1976,Equestrianism,No medal
United States,1976,Equestrianism,Bronze
United States,1976,Equestrianism,No medal
United States,1976,Equestrianism,Bronze
United States,1976,Equestrianism,No medal
United States,1976,Equestrianism,No medal
United States,1976,Equestrianism,Bronze
