,Name,Sex,Team,NOC,Year,City,Sport,Event,Medal,participation_count_before_award
138870,Naoyuki Shimizu,M,Japan,JPN,2004,Athina,Baseball,Baseball Men's Baseball,Bronze,615
138884,Emiko Suzuki,F,Japan,JPN,2004,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,616
138885,Keiji Suzuki,M,Japan,JPN,2004,Athina,Judo,Judo Men's Heavyweight,Gold,617
138891,Miya Tachibana,F,Japan,JPN,2004,Athina,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver,618
138892,Miya Tachibana,F,Japan,JPN,2004,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,619
138895,Yoshinobu Takahashi,M,Japan,JPN,2004,Athina,Baseball,Baseball Men's Baseball,Bronze,620
138901,Juri Takayama,F,Japan,JPN,2004,Athina,Softball,Softball Women's Softball,Bronze,621
138904,Miho Takeda,F,Japan,JPN,2004,Athina,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver,622
138905,Miho Takeda,F,Japan,JPN,2004,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,623
138910,Ryoko Tamura-tani,F,Japan,JPN,2004,Athina,Judo,Judo Women's Extra-Lightweight,Gold,624
138911,Chikara Tanabe,M,Japan,JPN,2004,Athina,Wrestling,"Wrestling Men's Featherweight, Freestyle",Bronze,625
138918,Yoshitomo Tani,M,Japan,JPN,2004,Athina,Baseball,Baseball Men's Baseball,Bronze,626
138922,Ayumi Tanimoto,F,Japan,JPN,2004,Athina,Judo,Judo Women's Half-Middleweight,Gold,627
138924,Juri Tatsumi,F,Japan,JPN,2004,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,628
138932,Kenjiro Todoroki,M,Japan,JPN,2004,Athina,Sailing,Sailing Men's Two Person Dinghy,Bronze,629
138936,Hiroyuki Tomita,M,Japan,JPN,2004,Athina,Gymnastics,Gymnastics Men's Team All-Around,Gold,630
138939,Hiroyuki Tomita,M,Japan,JPN,2004,Athina,Gymnastics,Gymnastics Men's Parallel Bars,Silver,631
138948,Maki Tsukada,F,Japan,JPN,2004,Athina,Judo,Judo Women's Heavyweight,Gold,632
138950,Naoya Tsukahara,M,Japan,JPN,2004,Athina,Gymnastics,Gymnastics Men's Team All-Around,Gold,633
138957,Masato Uchishiba,M,Japan,JPN,2004,Athina,Judo,Judo Men's Half-Lightweight,Gold,634
138959,Koji Uehara,M,Japan,JPN,2004,Athina,Baseball,Baseball Men's Baseball,Bronze,635
138960,Masae Ueno,F,Japan,JPN,2004,Athina,Judo,Judo Women's Middleweight,Gold,636
138961,Yukiko Ueno,F,Japan,JPN,2004,Athina,Softball,Softball Women's Softball,Bronze,637
138965,Reika Utsugi,F,Japan,JPN,2004,Athina,Softball,Softball Women's Softball,Bronze,638
138966,Kazuhiro Wada,M,Japan,JPN,2004,Athina,Baseball,Baseball Men's Baseball,Bronze,639
138967,Tsuyoshi Wada,M,Japan,JPN,2004,Athina,Baseball,Baseball Men's Baseball,Bronze,640
138971,Eri Yamada,F,Japan,JPN,2004,Athina,Softball,Softball Women's Softball,Bronze,641
138980,Noriko Yamaji,F,Japan,JPN,2004,Athina,Softball,Softball Women's Softball,Bronze,642
138982,Hiroshi Yamamoto,M,Japan,JPN,2004,Athina,Archery,Archery Men's Individual,Silver,643
138986,Takashi Yamamoto,M,Japan,JPN,2004,Athina,Swimming,Swimming Men's 200 metres Butterfly,Silver,644
138987,Takashi Yamamoto,M,Japan,JPN,2004,Athina,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,645
138998,Yuki Yokosawa,F,Japan,JPN,2004,Athina,Judo,Judo Women's Half-Lightweight,Silver,646
139001,Isao Yoneda,M,Japan,JPN,2004,Athina,Gymnastics,Gymnastics Men's Team All-Around,Gold,647
139005,Isao Yoneda,M,Japan,JPN,2004,Athina,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze,648
139008,Yoko Yoneda,F,Japan,JPN,2004,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,649
139010,Saori Yoshida,F,Japan,JPN,2004,Athina,Wrestling,"Wrestling Women's Lightweight, Freestyle",Gold,650
139028,Nobuharu Asahara,M,Japan,JPN,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,651
139036,Naho Emoto,F,Japan,JPN,2008,Beijing,Softball,Softball Women's Softball,Gold,652
139041,Takuro Fujii,M,Japan,JPN,2008,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,653
139043,Motoko Fujimoto,F,Japan,JPN,2008,Beijing,Softball,Softball Women's Softball,Gold,654
139057,Kyoko Hamaguchi,F,Japan,JPN,2008,Beijing,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Bronze,655
139062,Saho Harada,F,Japan,JPN,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze,656
139076,Megu Hirose,F,Japan,JPN,2008,Beijing,Softball,Softball Women's Softball,Gold,657
139085,Chiharu Icho,F,Japan,JPN,2008,Beijing,Wrestling,"Wrestling Women's Flyweight, Freestyle",Silver,658
139086,Kaori Icho,F,Japan,JPN,2008,Beijing,Wrestling,"Wrestling Women's Middleweight, Freestyle",Gold,659
139094,Emi Inui,F,Japan,JPN,2008,Beijing,Softball,Softball Women's Softball,Gold,660
139098,Satoshi Ishii,M,Japan,JPN,2008,Beijing,Judo,Judo Men's Heavyweight,Gold,661
139104,Sachiko Ito,F,Japan,JPN,2008,Beijing,Softball,Softball Women's Softball,Gold,662
139120,Ayumi Karino,F,Japan,JPN,2008,Beijing,Softball,Softball Women's Softball,Gold,663
139122,Takehiro Kashima,M,Japan,JPN,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Silver,664
139153,Kosuke Kitajima,M,Japan,JPN,2008,Beijing,Swimming,Swimming Men's 100 metres Breaststroke,Gold,665
139154,Kosuke Kitajima,M,Japan,JPN,2008,Beijing,Swimming,Swimming Men's 200 metres Breaststroke,Gold,666
139155,Kosuke Kitajima,M,Japan,JPN,2008,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,667
139181,Satoko Mabuchi,F,Japan,JPN,2008,Beijing,Softball,Softball Women's Softball,Gold,668
139186,Takeshi Matsuda,M,Japan,JPN,2008,Beijing,Swimming,Swimming Men's 200 metres Butterfly,Bronze,669
139196,Tomohiro Matsunaga,M,Japan,JPN,2008,Beijing,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver,670
139197,Yukiyo Mine,F,Japan,JPN,2008,Beijing,Softball,Softball Women's Softball,Gold,671
139203,Masumi Mishina,F,Japan,JPN,2008,Beijing,Softball,Softball Women's Softball,Gold,672
139212,Junichi Miyashita,M,Japan,JPN,2008,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,673
139231,Kiyofumi Nagai,M,Japan,JPN,2008,Beijing,Cycling,Cycling Men's Keirin,Bronze,674
139241,Misato Nakamura,F,Japan,JPN,2008,Beijing,Judo,Judo Women's Half-Lightweight,Bronze,675
139243,Reiko Nakamura,F,Japan,JPN,2008,Beijing,Swimming,Swimming Women's 200 metres Backstroke,Bronze,676
139250,Takuya Nakase,M,Japan,JPN,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Silver,677
139265,Rei Nishiyama,F,Japan,JPN,2008,Beijing,Softball,Softball Women's Softball,Gold,678
139277,Makoto Okiguchi,M,Japan,JPN,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Silver,679
139291,Yuki Ota,M,Japan,JPN,2008,Beijing,Fencing,"Fencing Men's Foil, Individual",Silver,680
139298,Hiroko Sakai,F,Japan,JPN,2008,Beijing,Softball,Softball Women's Softball,Gold,681
139301,Koki Sakamoto,M,Japan,JPN,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Silver,682
139316,Hisayoshi Sato,M,Japan,JPN,2008,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,683
139317,Rie Sato,F,Japan,JPN,2008,Beijing,Softball,Softball Women's Softball,Gold,684
139336,Mika Someya,F,Japan,JPN,2008,Beijing,Softball,Softball Women's Softball,Gold,685
139341,Shingo Suetsugu,M,Japan,JPN,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,686
139348,Emiko Suzuki,F,Japan,JPN,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze,687
139356,Shinji Takahira,M,Japan,JPN,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,688
139368,Ryoko Tamura-tani,F,Japan,JPN,2008,Beijing,Judo,Judo Women's Extra-Lightweight,Bronze,689
139376,Ayumi Tanimoto,F,Japan,JPN,2008,Beijing,Judo,Judo Women's Half-Middleweight,Gold,690
139382,Hiroyuki Tomita,M,Japan,JPN,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Silver,691
139393,Maki Tsukada,F,Japan,JPN,2008,Beijing,Judo,Judo Women's Heavyweight,Silver,692
139395,Naoki Tsukahara,M,Japan,JPN,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,693
139407,Kohei Uchimura,M,Japan,JPN,2008,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,Silver,694
139408,Kohei Uchimura,M,Japan,JPN,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Silver,695
139414,Masato Uchishiba,M,Japan,JPN,2008,Beijing,Judo,Judo Men's Half-Lightweight,Gold,696
139426,Masae Ueno,F,Japan,JPN,2008,Beijing,Judo,Judo Women's Middleweight,Gold,697
139428,Yukiko Ueno,F,Japan,JPN,2008,Beijing,Softball,Softball Women's Softball,Gold,698
139439,Eri Yamada,F,Japan,JPN,2008,Beijing,Softball,Softball Women's Softball,Gold,699
139459,Saori Yoshida,F,Japan,JPN,2008,Beijing,Wrestling,"Wrestling Women's Lightweight, Freestyle",Gold,700
139460,Kenichi Yumoto,M,Japan,JPN,2008,Beijing,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze,701
139466,Kozue Ando,F,Japan,JPN,2012,London,Football,Football Women's Football,Silver,702
139467,Erika Araki,F,Japan,JPN,2012,London,Volleyball,Volleyball Women's Volleyball,Bronze,703
139471,Suguru Awaji,M,Japan,JPN,2012,London,Fencing,"Fencing Men's Foil, Team",Silver,704
139477,Kenta Chida,M,Japan,JPN,2012,London,Fencing,"Fencing Men's Foil, Team",Silver,705
139481,Yukiko Ebata,F,Japan,JPN,2012,London,Volleyball,Volleyball Women's Volleyball,Bronze,706
139483,Masashi Ebinuma,M,Japan,JPN,2012,London,Judo,Judo Men's Half-Lightweight,Bronze,707
139488,Takuro Fujii,M,Japan,JPN,2012,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,708
139494,Ai Fukuhara,F,Japan,JPN,2012,London,Table Tennis,Table Tennis Women's Team,Silver,709
139497,Miho Fukumoto,F,Japan,JPN,2012,London,Football,Football Women's Football,Silver,710
139503,Takaharu Furukawa,M,Japan,JPN,2012,London,Archery,Archery Men's Individual,Silver,711
139507,Kosuke Hagino,M,Japan,JPN,2012,London,Swimming,Swimming Men's 400 metres Individual Medley,Bronze,712
139517,Ren Hayakawa,F,Japan,JPN,2012,London,Archery,Archery Women's Team,Bronze,713
139521,Sayaka Hirano,F,Japan,JPN,2012,London,Table Tennis,Table Tennis Women's Team,Silver,714
139522,Hiroaki Hiraoka,M,Japan,JPN,2012,London,Judo,Judo Men's Extra-Lightweight,Silver,715
139528,Natsumi Hoshi,F,Japan,JPN,2012,London,Swimming,Swimming Women's 200 metres Butterfly,Bronze,716
139531,Kaori Icho,F,Japan,JPN,2012,London,Wrestling,"Wrestling Women's Middleweight, Freestyle",Gold,717
139538,Kaori Inoue,F,Japan,JPN,2012,London,Volleyball,Volleyball Women's Volleyball,Bronze,718
139541,Ryosuke Irie,M,Japan,JPN,2012,London,Swimming,Swimming Men's 100 metres Backstroke,Bronze,719
139542,Ryosuke Irie,M,Japan,JPN,2012,London,Swimming,Swimming Men's 200 metres Backstroke,Silver,720
139543,Ryosuke Irie,M,Japan,JPN,2012,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,721
139546,Kasumi Ishikawa,F,Japan,JPN,2012,London,Table Tennis,Table Tennis Women's Team,Silver,722
139556,Mana Iwabuchi,F,Japan,JPN,2012,London,Football,Football Women's Football,Silver,723
139559,Azusa Iwashimizu,F,Japan,JPN,2012,London,Football,Football Women's Football,Silver,724
139561,Ayumi Kaihori,F,Japan,JPN,2012,London,Football,Football Women's Football,Silver,725
139567,Miki Kanie,F,Japan,JPN,2012,London,Archery,Archery Women's Team,Bronze,726
139568,Maiko Kano,F,Japan,JPN,2012,London,Volleyball,Volleyball Women's Volleyball,Bronze,727
139573,Ryohei Kato,M,Japan,JPN,2012,London,Gymnastics,Gymnastics Men's Team All-Around,Silver,728
139577,Yuka Kato,F,Japan,JPN,2012,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,729
139580,Kaori Kawanaka,F,Japan,JPN,2012,London,Archery,Archery Women's Team,Bronze,730
139582,Nahomi Kawasumi,F,Japan,JPN,2012,London,Football,Football Women's Football,Silver,731
139587,Saori Kimura,F,Japan,JPN,2012,London,Volleyball,Volleyball Women's Volleyball,Bronze,732
139588,Yukari Kinga,F,Japan,JPN,2012,London,Football,Football Women's Football,Silver,733
139595,Kosuke Kitajima,M,Japan,JPN,2012,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,734
139608,Saki Kumagai,F,Japan,JPN,2012,London,Football,Football Women's Football,Silver,735
139613,Karina Maruyama,F,Japan,JPN,2012,London,Football,Football Women's Football,Silver,736
139616,Takeshi Matsuda,M,Japan,JPN,2012,London,Swimming,Swimming Men's 200 metres Butterfly,Bronze,737
139617,Takeshi Matsuda,M,Japan,JPN,2012,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,738
139620,Kaori Matsumoto,F,Japan,JPN,2012,London,Judo,Judo Women's Lightweight,Gold,739
139621,Ryutaro Matsumoto,M,Japan,JPN,2012,London,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze,740
139634,Hiromi Miyake,F,Japan,JPN,2012,London,Weightlifting,Weightlifting Women's Flyweight,Silver,741
139636,Ryo Miyake,M,Japan,JPN,2012,London,Fencing,"Fencing Men's Foil, Team",Silver,742
139637,Aya Miyama,F,Japan,JPN,2012,London,Football,Football Women's Football,Silver,743
139645,Ryota Murata,M,Japan,JPN,2012,London,Boxing,Boxing Men's Middleweight,Gold,744
139646,Koji Murofushi,M,Japan,JPN,2012,London,Athletics,Athletics Men's Hammer Throw,Bronze,745
139648,Yuki Nagasato-ogimi,F,Japan,JPN,2012,London,Football,Football Women's Football,Silver,746
139654,Hitomi Nakamichi,F,Japan,JPN,2012,London,Volleyball,Volleyball Women's Volleyball,Bronze,747
139660,Riki Nakaya,M,Japan,JPN,2012,London,Judo,Judo Men's Lightweight,Silver,748
139671,Masashi Nishiyama,M,Japan,JPN,2012,London,Judo,Judo Men's Middleweight,Bronze,749
139675,Hitomi (sakamoto-),F,Japan,JPN,2012,London,Wrestling,"Wrestling Women's Flyweight, Freestyle",Gold,750
139679,Shinobu Ohno,F,Japan,JPN,2012,London,Football,Football Women's Football,Silver,751
139684,Yuki Ota,M,Japan,JPN,2012,London,Fencing,"Fencing Men's Foil, Team",Silver,752
139685,Ai Otomo-yamamoto,F,Japan,JPN,2012,London,Volleyball,Volleyball Women's Volleyball,Bronze,753
139696,Mizuho Sakaguchi,F,Japan,JPN,2012,London,Football,Football Women's Football,Silver,754
139702,Saori Sakoda,F,Japan,JPN,2012,London,Volleyball,Volleyball Women's Volleyball,Bronze,755
139703,Aya Sameshima,F,Japan,JPN,2012,London,Football,Football Women's Football,Silver,756
139704,Yuko Sano,F,Japan,JPN,2012,London,Volleyball,Volleyball Women's Volleyball,Bronze,757
139714,Homare Sawa,F,Japan,JPN,2012,London,Football,Football Women's Football,Silver,758
139718,Satoshi Shimizu,M,Japan,JPN,2012,London,Boxing,Boxing Men's Bantamweight,Bronze,759
139719,Risa Shinnabe,F,Japan,JPN,2012,London,Volleyball,Volleyball Women's Volleyball,Bronze,760
139731,Mika Sugimoto,F,Japan,JPN,2012,London,Judo,Judo Women's Heavyweight,Silver,761
139736,Satomi Suzuki,F,Japan,JPN,2012,London,Swimming,Swimming Women's 100 metres Breaststroke,Bronze,762
139737,Satomi Suzuki,F,Japan,JPN,2012,London,Swimming,Swimming Women's 200 metres Breaststroke,Silver,763
139738,Satomi Suzuki,F,Japan,JPN,2012,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,764
139753,Megumi Takase,F,Japan,JPN,2012,London,Football,Football Women's Football,Silver,765
139757,Yoshie (-egusa),F,Japan,JPN,2012,London,Volleyball,Volleyball Women's Volleyball,Bronze,766
139758,Asuna Tanaka,F,Japan,JPN,2012,London,Football,Football Women's Football,Silver,767
139761,Kazuhito Tanaka,M,Japan,JPN,2012,London,Gymnastics,Gymnastics Men's Team All-Around,Silver,768
139775,Yusuke Tanaka,M,Japan,JPN,2012,London,Gymnastics,Gymnastics Men's Team All-Around,Silver,769
139781,Ryo Tateishi,M,Japan,JPN,2012,London,Swimming,Swimming Men's 200 metres Breaststroke,Bronze,770
139784,Aya Terakawa,F,Japan,JPN,2012,London,Swimming,Swimming Women's 100 metres Backstroke,Bronze,771
139785,Aya Terakawa,F,Japan,JPN,2012,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,772
139797,Kohei Uchimura,M,Japan,JPN,2012,London,Gymnastics,Gymnastics Men's Individual All-Around,Gold,773
139798,Kohei Uchimura,M,Japan,JPN,2012,London,Gymnastics,Gymnastics Men's Team All-Around,Silver,774
139799,Kohei Uchimura,M,Japan,JPN,2012,London,Gymnastics,Gymnastics Men's Floor Exercise,Silver,775
139808,Haruka Ueda,F,Japan,JPN,2012,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,776
139809,Yoshie Ueno,F,Japan,JPN,2012,London,Judo,Judo Women's Half-Middleweight,Bronze,777
139826,Mai Yamaguchi,F,Japan,JPN,2012,London,Volleyball,Volleyball Women's Volleyball,Bronze,778
139833,Koji Yamamuro,M,Japan,JPN,2012,London,Gymnastics,Gymnastics Men's Team All-Around,Silver,779
139842,Kyoko Yano,F,Japan,JPN,2012,London,Football,Football Women's Football,Silver,780
139845,Tatsuhiro Yonemitsu,M,Japan,JPN,2012,London,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold,781
139848,Saori Yoshida,F,Japan,JPN,2012,London,Wrestling,"Wrestling Women's Lightweight, Freestyle",Gold,782
139855,Shinichi Yumoto,M,Japan,JPN,2012,London,Wrestling,"Wrestling Men's Featherweight, Freestyle",Bronze,783
139862,Hirooki Arai,M,Japan,JPN,2016,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,Bronze,784
139868,Mashu Baker,M,Japan,JPN,2016,Rio de Janeiro,Judo,Judo Men's Middleweight,Gold,785
139870,Asuka Cambridge,M,Japan,JPN,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,786
139876,Sara Dosho,F,Japan,JPN,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Light-Heavyweight, Freestyle",Gold,787
139878,Masashi Ebinuma,M,Japan,JPN,2016,Rio de Janeiro,Judo,Judo Men's Half-Lightweight,Bronze,788
139880,Naito Ehara,M,Japan,JPN,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,789
139891,Ai Fukuhara,F,Japan,JPN,2016,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,Bronze,790
139900,Ryunosuke Haga,M,Japan,JPN,2016,Rio de Janeiro,Judo,Judo Men's Half-Heavyweight,Bronze,791
139902,Kosuke Hagino,M,Japan,JPN,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,792
139903,Kosuke Hagino,M,Japan,JPN,2016,Rio de Janeiro,Swimming,Swimming Men's 200 metres Individual Medley,Silver,793
139904,Kosuke Hagino,M,Japan,JPN,2016,Rio de Janeiro,Swimming,Swimming Men's 400 metres Individual Medley,Gold,794
139905,Aika Hakoyama,F,Japan,JPN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,795
139907,Takuya Haneda,M,Japan,JPN,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Bronze,796
139912,Hisayoshi Harasawa,M,Japan,JPN,2016,Rio de Janeiro,Judo,Judo Men's Heavyweight,Silver,797
139923,Rei Higuchi,M,Japan,JPN,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver,798
139927,Natsumi Hoshi,F,Japan,JPN,2016,Rio de Janeiro,Swimming,Swimming Women's 200 metres Butterfly,Bronze,799
139929,Kaori Icho,F,Japan,JPN,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Lightweight, Freestyle",Gold,800
139936,Shota Iizuka,M,Japan,JPN,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,801
139948,Yukiko Inui,F,Japan,JPN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze,802
139949,Yukiko Inui,F,Japan,JPN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,803
139957,Kasumi Ishikawa,F,Japan,JPN,2016,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,Bronze,804
139962,Mima Ito,F,Japan,JPN,2016,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,Bronze,805
139971,Rie Kaneto,F,Japan,JPN,2016,Rio de Janeiro,Swimming,Swimming Women's 200 metres Breaststroke,Gold,806
139975,Ryohei Kato,M,Japan,JPN,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Gold,807
139982,Risako Kawai,F,Japan,JPN,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Middleweight, Freestyle",Gold,808
139991,Yoshihide Kiryu,M,Japan,JPN,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,809
139998,Yuki Kobori,M,Japan,JPN,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,810
140001,Ami Kondo,F,Japan,JPN,2016,Rio de Janeiro,Judo,Judo Women's Extra-Lightweight,Bronze,811
140022,Kei Marumo,F,Japan,JPN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,812
140026,Takeshi Matsuda,M,Japan,JPN,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,813
140029,Kaori Matsumoto,F,Japan,JPN,2016,Rio de Janeiro,Judo,Judo Women's Lightweight,Bronze,814
140035,Misaki Matsutomo,F,Japan,JPN,2016,Rio de Janeiro,Badminton,Badminton Women's Doubles,Gold,815
140042,Risako Mitsui,F,Japan,JPN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze,816
140043,Risako Mitsui,F,Japan,JPN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,817
140048,Hiromi Miyake,F,Japan,JPN,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Flyweight,Bronze,818
140052,Jun Mizutani,M,Japan,JPN,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,Bronze,819
140053,Jun Mizutani,M,Japan,JPN,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,Silver,820
140076,Takanori Nagase,M,Japan,JPN,2016,Rio de Janeiro,Judo,Judo Men's Half-Middleweight,Bronze,821
140080,Kanami Nakamaki,F,Japan,JPN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,822
140088,Mai Nakamura,F,Japan,JPN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,823
140089,Misato Nakamura,F,Japan,JPN,2016,Rio de Janeiro,Judo,Judo Women's Half-Lightweight,Bronze,824
140097,Kei Nishikori,M,Japan,JPN,2016,Rio de Janeiro,Tennis,Tennis Men's Singles,Bronze,825
140101,Koki Niwa,M,Japan,JPN,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,Silver,826
140113,Nozomi Okuhara,F,Japan,JPN,2016,Rio de Janeiro,Badminton,Badminton Women's Singles,Bronze,827
140115,Kano Omata,F,Japan,JPN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,828
140119,Shohei Ono,M,Japan,JPN,2016,Rio de Janeiro,Judo,Judo Men's Lightweight,Gold,829
140123,Shinobu Ota,M,Japan,JPN,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver,830
